id_place,url_place,title,category,address,phoneNumber,completePhoneNumber,domain,url,stars,reviews,district,lat,long
ChIJycWetPTIBZERLbQpaELkls0,https://www.google.com/maps/place/?q=place_id:ChIJycWetPTIBZERLbQpaELkls0,Marc Antonio Café Restaurante,Cafetería,"Bartolomé Herrera 325, Lince 15046",(01) 4720848,+51 1 4720848,,,4.2,99.0,Lince,-12.0810727,-77.0335235
ChIJP4sK6l_IBZERQID5fJj1Pj8,https://www.google.com/maps/place/?q=place_id:ChIJP4sK6l_IBZERQID5fJj1Pj8,Sampes,Restaurante vegetariano,"Jirón Tomás Guido 172, Lince 15046",941 604 753,+51 941 604 753,,,4.2,353.0,Lince,-12.0871607,-77.03444429999999
ChIJVz6RJfbIBZERO7SnUnMk3ug,https://www.google.com/maps/place/?q=place_id:ChIJVz6RJfbIBZERO7SnUnMk3ug,El Rincón Del Chato Barraza,Marisquería,"Av José Leal 780, Lince 15073",(01) 4728121,+51 1 4728121,www.facebook.com,https://www.facebook.com/profile.php?id=10006378722067,3.6,663.0,Lince,-12.0854549,-77.0413195
ChIJN3EbjGDIBZER-VuQiwZnDPM,https://www.google.com/maps/place/?q=place_id:ChIJN3EbjGDIBZER-VuQiwZnDPM,Don Mañu Restaurante,Restaurante peruano,"Jr, José De la Torre Ugarte 339, Lince 15046",(01) 4144786,+51 1 4144786,,,5.0,3.0,Lince,-12.088780199999999,-77.03231199999999
ChIJIU2LVwDJBZERzXu8hRzai_c,https://www.google.com/maps/place/?q=place_id:ChIJIU2LVwDJBZERzXu8hRzai_c,Capac café & bistró,Cafetería,"Av José Leal 801, Lince 15073",913 220 501,+51 913 220 501,www.instagram.com,https://www.instagram.com/capaccafe?igsh=ejdtcDV3cDFkczhv,3.9,24.0,Lince,-12.085759,-77.0414919
ChIJLRqTJ4vIBZERy8XFkoW2wt4,https://www.google.com/maps/place/?q=place_id:ChIJLRqTJ4vIBZERy8XFkoW2wt4,La Olla de Barro de Lyly E.I.R.L.,Restaurante,"Av. Ignacio Merino 1845, Lince 15046",(01) 2652861,+51 1 2652861,,,4.1,15.0,Lince,-12.0827794,-77.0326228
ChIJqXCn_WDIBZERhA18mwz4a_8,https://www.google.com/maps/place/?q=place_id:ChIJqXCn_WDIBZERhA18mwz4a_8,Papa Johns Lince,Pizzería,"Av. Militar 2521, Lima 15046",(01) 6060000,+51 1 6060000,papajohns.com.pe,https://papajohns.com.pe/?utm_source=yext-google-my-business&utm_medium=organic-search&utm_campaign=local-listing,4.1,1215.0,Lince,-12.0888789,-77.03054449999999
ChIJo7fHXPXIBZERcT2KDPJ3ca0,https://www.google.com/maps/place/?q=place_id:ChIJo7fHXPXIBZERcT2KDPJ3ca0,Marcela En Su Punto,Restaurante,"Av. Arequipa 2034, Lince 15046",(01) 3268469,+51 1 3268469,www.facebook.com,https://www.facebook.com/Marcela-En-Su-Punto-Lince-343324089405098/,3.6,39.0,Lince,-12.0850185,-77.034599
ChIJy07C5_TJBZEReD2Cs1v6Eu8,https://www.google.com/maps/place/?q=place_id:ChIJy07C5_TJBZEReD2Cs1v6Eu8,Pizzas y pastas hermosilla,Pizzería,"Jirón Manuel Candamo, Lince 15046",924 109 515,+51 924 109 515,wa.me,https://wa.me/c/51924109515,3.5,13.0,Lince,-12.082205,-77.03404739999999
ChIJ9eQhCfXIBZERYmVXqht_CCc,https://www.google.com/maps/place/?q=place_id:ChIJ9eQhCfXIBZERYmVXqht_CCc,PIZZA RAÚL CANEVARO,Pizzería,"Av. César Canevaro 133, Lince 15073",(01) 2078130,+51 1 2078130,www.pizzaraul.com,http://www.pizzaraul.com/,4.0,767.0,Lince,-12.0838489,-77.036025
ChIJQ0b2PubJBZERuPgePKaT75Q,https://www.google.com/maps/place/?q=place_id:ChIJQ0b2PubJBZERuPgePKaT75Q,chifa chino Lin,Restaurante chino,"Av. Gral. Juan Antonio Álvarez de Arenales 1855, Lince 15073",942 862 229,+51 942 862 229,,,4.2,451.0,Lince,-12.0832731,-77.0356484
ChIJO9AvwffIBZER-W5_VuarUMQ,https://www.google.com/maps/place/?q=place_id:ChIJO9AvwffIBZER-W5_VuarUMQ,Restaurant El Abuelo,Restaurante,"Lima, Jr. Pumacahua 2315, Lince 15073",942 079 264,+51 942 079 264,,,4.0,57.0,Lince,-12.084948400000002,-77.043104
ChIJeTUEfVjIBZERHCmzEdHC8A4,https://www.google.com/maps/place/?q=place_id:ChIJeTUEfVjIBZERHCmzEdHC8A4,La Fonda Restaurante,Restaurante,"Jr, Jirón José Pezet y Monel 2088, Lince 15073",(01) 4728653,+51 1 4728653,,,3.2,6.0,Lince,-12.0866293,-77.0422676
ChIJo-ugmr3JBZERDuoAuGPZqUM,https://www.google.com/maps/place/?q=place_id:ChIJo-ugmr3JBZERDuoAuGPZqUM,El Farolito,Restaurante,"WXCC CCP, Av. Prol. Iquitos 1500, Lince 15046",990 236 211,+51 990 236 211,,,3.9,3551.0,Lince,-12.078951,-77.028955
ChIJP_IqpYrIBZERCwxWlR7v4ME,https://www.google.com/maps/place/?q=place_id:ChIJP_IqpYrIBZERCwxWlR7v4ME,Restaurant - Cevicheria El encanto del mar,Restaurante,"Av. Ignacio Merino 2044, Lince 15046",(01) 4149948,+51 1 4149948,,,4.1,47.0,Lince,-12.0848982,-77.0325249
ChIJCwGh8fTIBZERMIu0nsHBeVA,https://www.google.com/maps/place/?q=place_id:ChIJCwGh8fTIBZERMIu0nsHBeVA,CONAMU Alimento Coreano,Restaurante coreano,"Centro Comercial Arenales, Avenida Arenales 1701, interior 12CD Centro Comercial Arenales (semisótano, Av. Gral. Juan Antonio Álvarez de Arenales, Lince 15046",912 114 217,+51 912 114 217,www.instagram.com,https://www.instagram.com/conamu.peru/,4.4,3512.0,Lince,-12.0819773,-77.0356669
ChIJh0kUR3jJBZER_3GEFxOdWaM,https://www.google.com/maps/place/?q=place_id:ChIJh0kUR3jJBZER_3GEFxOdWaM,Dominos Pizza,Pizzería,"Avenida Petit Thouars 1786 Esquina con Jirón Manuel Candamo Lince Municipalidad Metropolitana de Lima LIMA, 14",(01) 7151838,+51 1 7151838,www.dominos.com.pe,https://www.dominos.com.pe/,4.4,680.0,Lince,-12.082186700000001,-77.03378339999999
ChIJH7x0dwrJBZERm8LHOvekX1E,https://www.google.com/maps/place/?q=place_id:ChIJH7x0dwrJBZERm8LHOvekX1E,KUSA RESTAURANTE BRASERO - LINCE,Restaurante peruano,"Av. Ignacio Merino 2487, Lince 15046",908 871 060,+51 908 871 060,www.kusarestaurante.com,https://www.kusarestaurante.com/,5.0,8.0,Lince,-12.0885904,-77.031731
ChIJf3sLUovIBZERDbufnQPmkNA,https://www.google.com/maps/place/?q=place_id:ChIJf3sLUovIBZERDbufnQPmkNA,Mayos Cebichería - Restaurante,Restaurante peruano,"Av. Ignacio Merino 1600, Lince 15046",(01) 4722676,+51 1 4722676,,,4.0,353.0,Lince,-12.080695299999999,-77.0331143
ChIJxTP9w9PJBZERaV_xApa2A7o,https://www.google.com/maps/place/?q=place_id:ChIJxTP9w9PJBZERaV_xApa2A7o,"Guiligan - Merino, Lince",Hamburguesería,"Av. Ignacio Merino 2471, Lince 15072",902 978 109,+51 902 978 109,,,2.8,5.0,Lince,-12.0884351,-77.031791
ChIJAcpb3YzIBZER7g8LQrgYHkw,https://www.google.com/maps/place/?q=place_id:ChIJAcpb3YzIBZER7g8LQrgYHkw,A,Restaurante,"Jirón Carlos Arrieta 1366, Lince 15046",910 838 000,+51 910 838 000,,,4.2,181.0,Lince,-12.077814199999999,-77.0320065
ChIJHQgHwF_IBZERoqGEvuJgMZY,https://www.google.com/maps/place/?q=place_id:ChIJHQgHwF_IBZERoqGEvuJgMZY,Restaurant & Tienda Vegetariana VILLA NATURA,Restaurante vegetariano,"Jirón Tomás Guido 128, Lince 15046",(01) 4711069,+51 1 4711069,www.paginasamarillas.com.pe,https://www.paginasamarillas.com.pe/empresas/restaurant-y-tienda-vegetariana-villa-natura/lince-80647231,4.0,140.0,Lince,-12.0871637,-77.0348352
ChIJ69GqbSvJBZERyvEEGhbLLVM,https://www.google.com/maps/place/?q=place_id:ChIJ69GqbSvJBZERyvEEGhbLLVM,fruta fresca lince,Restaurante peruano,"Av. Petit Thouars 2274, Lince 15046",986 288 684,+51 986 288 684,,,,0.0,Lince,-12.0867276,-77.0331614
ChIJ89o3e_XIBZERge7Om1wmBrE,https://www.google.com/maps/place/?q=place_id:ChIJ89o3e_XIBZERge7Om1wmBrE,EstaciónDG/Pollería,Restaurante,"Av. Gral. Juan Antonio Álvarez de Arenales 2042, Lince 15073",929 694 400,+51 929 694 400,www.estaciondg.com,http://www.estaciondg.com/,5.0,2.0,Lince,-12.0852427,-77.0356218
ChIJIc4Q4fXIBZERWbynGSujPNM,https://www.google.com/maps/place/?q=place_id:ChIJIc4Q4fXIBZERWbynGSujPNM,Cecy Lince,Restaurante,"WX86 3FC, Jr. Almte. Martín Guisse, Lince 15073",,,,,3.5,28.0,Lince,-12.0848191,-77.03885980000001
ChIJAaKwIB3JBZERjT1FPk2NyMo,https://www.google.com/maps/place/?q=place_id:ChIJAaKwIB3JBZERjT1FPk2NyMo,Mew Mew Coffee,Té de burbujas,"Centro Comercial Arenales, Av. Gral. Juan Antonio Álvarez de Arenales 1759, Lince 15046",921 603 950,+51 921 603 950,,,4.4,129.0,Lince,-12.0819773,-77.0356669
ChIJR5v0IgDJBZERqA6Rn5ZGEfs,https://www.google.com/maps/place/?q=place_id:ChIJR5v0IgDJBZERqA6Rn5ZGEfs,Chifa lince,Restaurante chino,"Jirón Tomás Guido 239, Lince 15046",,,,,,0.0,Lince,-12.0867756,-77.0335947
ChIJPz64GfXIBZER4lstdZtSB6Y,https://www.google.com/maps/place/?q=place_id:ChIJPz64GfXIBZER4lstdZtSB6Y,Pollos a La Brasa Dragón,Restaurante especializado en pollo,"Av. Juan Pardo de Zela 165, Lince 15073",999 999 999,+51 999 999 999,,,4.3,1136.0,Lince,-12.0834718,-77.03510949999999
ChIJWdFD8PTIBZERpZr66BRB8bI,https://www.google.com/maps/place/?q=place_id:ChIJWdFD8PTIBZERpZr66BRB8bI,Sr. Kim,Restaurante coreano,"Piso 3,Tdas.3-03 y 3-04 Centro Comercial Arenales Avenida Arenales 1737, Bartolomé Herrera 137, Lince 15046",915 333 368,+51 915 333 368,,,4.0,405.0,Lince,-12.0813796,-77.03558869999999
ChIJTfrmG-fJBZERtMRqWHAoJkI,https://www.google.com/maps/place/?q=place_id:ChIJTfrmG-fJBZERtMRqWHAoJkI,Restaurante Vegetariano Fuente Natural,Restaurante vegetariano,"Jr. Almte. Martín Guisse 1769, Lince 15073",961 177 392,+51 961 177 392,m.facebook.com,https://m.facebook.com/fuentenaturaloficial,4.5,46.0,Lince,-12.0827358,-77.0390067
ChIJk1b1X_XIBZERNFWiHR1sT8M,https://www.google.com/maps/place/?q=place_id:ChIJk1b1X_XIBZERNFWiHR1sT8M,Topsy,Restaurante,"Jr. Risso 163, Lince 15046",(01) 4713429,+51 1 4713429,,,3.5,11.0,Lince,-12.0856455,-77.03477649999999
ChIJMY8aQA7JBZERofEf8LBdW3Q,https://www.google.com/maps/place/?q=place_id:ChIJMY8aQA7JBZERofEf8LBdW3Q,Parados,Restaurante,"José Bernardo Alcedo 126, Lince 15046",(01) 6393941,+51 1 6393941,,,4.0,1.0,Lince,-12.084848899999999,-77.03521529999999
ChIJZZSbkvTIBZER_QrbTDshSMw,https://www.google.com/maps/place/?q=place_id:ChIJZZSbkvTIBZER_QrbTDshSMw,Pollería y Pizzería Asarela,Tienda de aves de corral,"Av. Gral. Juan Antonio Álvarez de Arenales 1445, Lima 15001",,,www.facebook.com,https://www.facebook.com/pizzeriaasarela/,4.1,25.0,Lince,-12.0791881,-77.0361011
ChIJWwUnY_XIBZER87F8bVbn1IA,https://www.google.com/maps/place/?q=place_id:ChIJWwUnY_XIBZER87F8bVbn1IA,El Chef Restaurant,Restaurante,"Av. Gral. Juan Antonio Álvarez de Arenales 2078, Lince 15073",,,,,4.0,1.0,Lince,-12.085511400000001,-77.03560829999999
ChIJ5RCFjfTIBZERGa0GzFf4qzE,https://www.google.com/maps/place/?q=place_id:ChIJ5RCFjfTIBZERGa0GzFf4qzE,Bartolomé Restaurante & Cevichería,Restaurante peruano,"Bartolomé Herrera 137, Lince 14056",994 868 747,+51 994 868 747,,,3.8,18.0,Lince,-12.0813267,-77.0356144
ChIJA9v5FWDIBZERilpg9qB8ulw,https://www.google.com/maps/place/?q=place_id:ChIJA9v5FWDIBZERilpg9qB8ulw,Concentrado De Maca Y Desayunos DOÑA LUCY De La Asociacion De Vendedores De Emolientes Lince,Restaurante de desayunos,"Jirón Tomás Guido 413, Lince 15046",966 353 679,+51 966 353 679,,,4.6,12.0,Lince,-12.086549,-77.0320028
ChIJZ81JTNXHBZERGoTtNzxWrko,https://www.google.com/maps/place/?q=place_id:ChIJZ81JTNXHBZERGoTtNzxWrko,Donde Walter - Surco,Restaurante,"Av. Caminos del Inca 1478, Santiago de Surco 15039",(01) 3564039,+51 1 3564039,www.dondewalter.pe,http://www.dondewalter.pe/,4.3,460.0,Lince,-12.1249836,-76.9837299
ChIJkTY6gPXIBZERQgrpymW2yTo,https://www.google.com/maps/place/?q=place_id:ChIJkTY6gPXIBZERQgrpymW2yTo,Restaurant Titos,Restaurante,"Jr. Carlos Alayza y Roel 2076, Lima 15073",01265262,+51 01265262,,,4.1,87.0,Lince,-12.085548,-77.0364112
ChIJoYsDXOTJBZERe92coMkClSI,https://www.google.com/maps/place/?q=place_id:ChIJoYsDXOTJBZERe92coMkClSI,Emma Lu,Restaurante de brunch,"Av. César Canevaro 260, Lince 15073",940 419 367,+51 940 419 367,,,,0.0,Lince,-12.0837257,-77.036734
ChIJgdzO0UvJBZER0wD75K_ILok,https://www.google.com/maps/place/?q=place_id:ChIJgdzO0UvJBZER0wD75K_ILok,Suyi Obento,Restaurante,"Centro Comercial Arenales, Av. Gral. Juan Antonio Álvarez de Arenales 1759, Lince 15073",,,,,3.7,22.0,Lince,-12.0819736,-77.0355561
ChIJ_y3IurzJBZERVDfzmu6jw8w,https://www.google.com/maps/place/?q=place_id:ChIJ_y3IurzJBZERVDfzmu6jw8w,Allium Restaurante,Restaurante,"Av. Petit Thouars 2009, Lince 15046",978 848 834,+51 978 848 834,www.allium.pe,https://www.allium.pe/,4.9,26.0,Lince,-12.0845764,-77.0332074
ChIJ132uZVjIBZERaj5idWon4eQ,https://www.google.com/maps/place/?q=place_id:ChIJ132uZVjIBZERaj5idWon4eQ,OFICINA Herbalife Lince,Restaurante,"Av. Julio César Tello, Lince 15073",999 106 490,+51 999 106 490,,,5.0,2.0,Lince,-12.0870666,-77.0425643
ChIJnTfZMnnJBZER2e1zxQOxpIM,https://www.google.com/maps/place/?q=place_id:ChIJnTfZMnnJBZER2e1zxQOxpIM,dark kitchen kusa lince,Restaurante de comida rápida,"Jirón Domingo Casanova 595-501, Lima 15046",,,,,,0.0,Lince,-12.0891872,-77.0297095
ChIJs5x793fJBZERWkC7Os6rWAI,https://www.google.com/maps/place/?q=place_id:ChIJs5x793fJBZERWkC7Os6rWAI,Clickarta,Restaurante peruano,"DOMINGO CASANOVA 254, Lince 15073",947 609 112,+51 947 609 112,clickarta.com,https://clickarta.com/,1.0,2.0,Lince,-12.084807500000002,-77.0355629
ChIJIycWtCbJBZERGEogXqlsZcA,https://www.google.com/maps/place/?q=place_id:ChIJIycWtCbJBZERGEogXqlsZcA,Hotel Quadrum,Hotel,"José Bernardo Alcedo 438, Lince 15046",992 065 036,+51 992 065 036,hotelquadrum.com,https://hotelquadrum.com/,4.5,394.0,Lince,-12.084379,-77.0320091
ChIJffevb0jJBZERwN5cz9jJKJ8,https://www.google.com/maps/place/?q=place_id:ChIJffevb0jJBZERwN5cz9jJKJ8,Creepos Perú,Restaurante de postres,"Av. Arequipa 1930, Lince 15046",987 466 603,+51 987 466 603,amartelco9.wixsite.com,https://amartelco9.wixsite.com/tiendavirtual,,0.0,Lince,-12.083929999999999,-77.0347903
ChIJN8lkiO_JBZERqPRtz_aWjxA,https://www.google.com/maps/place/?q=place_id:ChIJN8lkiO_JBZERqPRtz_aWjxA,La 27 Sanguchería,Hamburguesería,"San Lorenzo 1096, Surquillo 15073",991 621 349,+51 991 621 349,,,4.4,57.0,Lince,-12.1098793,-77.0172135
ChIJb5BsvPjJBZERdEw-N3f7ceY,https://www.google.com/maps/place/?q=place_id:ChIJb5BsvPjJBZERdEw-N3f7ceY,Buffet Criollo de Teodoro Flores,Restaurante,"Av. Juan Pardo de Zela 166, Lima 15046",,,,,1.0,1.0,Lince,-12.0837149,-77.0350861
ChIJAXS6eybJBZERWqyiw_i2FaI,https://www.google.com/maps/place/?q=place_id:ChIJAXS6eybJBZERWqyiw_i2FaI,Restaurante Plato Hondo,Restaurante,"Jr. Sinchi Roca 155, Lince 15046",(01) 7633337,+51 1 7633337,,,4.1,41.0,Lince,-12.085597199999999,-77.03501469999999
ChIJkQe-iQHJBZERXTJrPwW-lEk,https://www.google.com/maps/place/?q=place_id:ChIJkQe-iQHJBZERXTJrPwW-lEk,Foodpe truck,Restaurante de comida saludable,"Av. Gral. Juan Antonio Álvarez de Arenales, Lince 07011",981 368 728,+51 981 368 728,,,,0.0,Lince,-12.0848073,-77.03561189999999
ChIJb5vAKY_JBZERBwi2OYTL1G4,https://www.google.com/maps/place/?q=place_id:ChIJb5vAKY_JBZERBwi2OYTL1G4,The Broaster - Lince,Restaurante de comida rápida,"15073, Av. Prol. Iquitos 1945, Lince 15073",931 332 800,+51 931 332 800,rappi.app.link,https://rappi.app.link/The_Broaster?af_adset=pa-copy,4.6,11.0,Lince,-12.083111599999999,-77.0279637
ChIJb4PMDgDJBZER_p81Q1rHDVQ,https://www.google.com/maps/place/?q=place_id:ChIJb4PMDgDJBZER_p81Q1rHDVQ,Cebichería Piscis Lince,Restaurante,"Mariscal Las Heras 223, Lince 15046",947 509 115,+51 947 509 115,www.piscis.pe,http://www.piscis.pe/,4.5,13.0,Lince,-12.086191,-77.0338289
ChIJ5euakorIBZERR-dPTZJljy4,https://www.google.com/maps/place/?q=place_id:ChIJ5euakorIBZERR-dPTZJljy4,La Choza Chicken Lince,Restaurante,"Av. Militar 2001, Lince 15046",(01) 4688962,+51 1 4688962,,,3.6,74.0,Lince,-12.0842694,-77.03127049999999
ChIJeSxX8yTJBZERoB7HXobQUko,https://www.google.com/maps/place/?q=place_id:ChIJeSxX8yTJBZERoB7HXobQUko,Restaurante La Hacienda,Restaurante,"C. Los Mirtos 309, Lince 15046",962 733 449,+51 962 733 449,www.facebook.com,https://www.facebook.com/Restaurante-La-Hacienda-656674278023603/,4.5,2.0,Lince,-12.088739700000001,-77.0271799
ChIJQdX2YgjJBZERlU-eXdgrfOw,https://www.google.com/maps/place/?q=place_id:ChIJQdX2YgjJBZERlU-eXdgrfOw,Tkacho restaurant amazonico,Restaurante,"Av. Petit Thouars 2279, Lince 15046",(01) 7328615,+51 1 7328615,,,4.5,6.0,Lince,-12.0865136,-77.0328072
ChIJMeunn4rIBZERFBjUz0NIS_Y,https://www.google.com/maps/place/?q=place_id:ChIJMeunn4rIBZERFBjUz0NIS_Y,Rissos pescados y mariscos,Restaurante peruano,"Jr. Risso 438, Lince 15046",959 186 770,+51 959 186 770,,,3.7,82.0,Lince,-12.0854701,-77.03190599999999
ChIJ1wAQ7KXJBZERv6WZn_QJsTo,https://www.google.com/maps/place/?q=place_id:ChIJ1wAQ7KXJBZERv6WZn_QJsTo,El Fogón del Asador Parrillas & Cocina Rústica - Magdalena,Restaurante,"Av. Brasil 3781, Magdalena del Mar 15076",987 949 526,+51 987 949 526,www.elfogondelasador.com.pe,http://www.elfogondelasador.com.pe/,4.3,1813.0,Magdalena,-12.0940304,-77.0689429
ChIJT4p3eCDJBZERmucjVsCxX7w,https://www.google.com/maps/place/?q=place_id:ChIJT4p3eCDJBZERmucjVsCxX7w,Pomakora Restaurante & Barra,Restaurante,"Jr. Tacna 924, Magdalena del Mar LIMA 18",959 537 032,+51 959 537 032,www.pomakora.com,http://www.pomakora.com/,4.6,232.0,Magdalena,-12.0898047,-77.0708453
ChIJXWZhlFxLUQQRFYRx4mFRplI,https://www.google.com/maps/place/?q=place_id:ChIJXWZhlFxLUQQRFYRx4mFRplI,El Barquero Restaurante,Restaurante,"Jr. Tacna 885, Magdalena del Mar 15076",(01) 2632386,+51 1 2632386,,,4.3,1791.0,Magdalena,-12.0902049,-77.0712377
ChIJ-6GZl2zJBZERBPxu6f4y6qI,https://www.google.com/maps/place/?q=place_id:ChIJ-6GZl2zJBZERBPxu6f4y6qI,Vista Corona Lima,Bar restaurante,"Jr, Flora Tristán 310, Magdalena del Mar 15076",989 189 459,+51 989 189 459,,,4.4,1474.0,Magdalena,-12.094269599999999,-77.0573055
ChIJJ_NdHgDJBZERpw3Im5rThYM,https://www.google.com/maps/place/?q=place_id:ChIJJ_NdHgDJBZERpw3Im5rThYM,Cavenecia SteakHouse Magdalena,Restaurante,"Castilla 545, Magdalena del Mar 15086",936 841 731,+51 936 841 731,,,5.0,57.0,Magdalena,-12.0918489,-77.0741742
ChIJJfmeJRTJBZERcDzYH34oFSo,https://www.google.com/maps/place/?q=place_id:ChIJJfmeJRTJBZERcDzYH34oFSo,El Gran Pez,Restaurante familiar,"Jr. Manco Capac 205, Magdalena del Mar 15086",995 837 831,+51 995 837 831,,,4.8,41.0,Magdalena,-12.088592499999999,-77.0658803
ChIJ2-Lh4OrJBZERAi4i9SqbS0M,https://www.google.com/maps/place/?q=place_id:ChIJ2-Lh4OrJBZERAi4i9SqbS0M,Luruma Restaurant,Restaurante,"Av. Faustino Sánchez Carrión 421, Magdalena del Mar 15076",963 716 049,+51 963 716 049,,,4.8,64.0,Magdalena,-12.092403599999999,-77.0545678
ChIJH7ARf_XJBZERdkKU9GYXpuM,https://www.google.com/maps/place/?q=place_id:ChIJH7ARf_XJBZERdkKU9GYXpuM,Travesura Marina - Barra Cevichera (extensión fuera del mercado),Restaurante,"Jr. Bolognesi 660, Magdalena del Mar 15086",988 409 195,+51 988 409 195,,,4.3,37.0,Magdalena,-12.0907957,-77.0746254
ChIJrakeAKfJBZERir4QzR9xt30,https://www.google.com/maps/place/?q=place_id:ChIJrakeAKfJBZERir4QzR9xt30,Los Esteros De Tumbes,Restaurante peruano,"Jr. Tacna 896, Magdalena del Mar 15086",983 430 184,+51 983 430 184,esterosdetumbes.com,http://esterosdetumbes.com/,4.2,2413.0,Magdalena,-12.090262099999999,-77.0709494
ChIJ0alCA6nJBZERoOdJ87TEhdk,https://www.google.com/maps/place/?q=place_id:ChIJ0alCA6nJBZERoOdJ87TEhdk,Elia,Restaurante,"Jirón Daniel Carrión 299, Magdalena del Mar 15076",(01) 2610720,+51 1 2610720,www.facebook.com,https://www.facebook.com/EliaRistorante/,4.4,1686.0,Magdalena,-12.090528299999999,-77.0647798
ChIJ99Dmm_LJBZER4u_W-7hev_E,https://www.google.com/maps/place/?q=place_id:ChIJ99Dmm_LJBZER4u_W-7hev_E,La Buena Corazonada | Anticuchos - Magdalena,Restaurante,"Grau 766, Magdalena del Mar 15086",961 048 908,+51 961 048 908,www.instagram.com,https://www.instagram.com/labuenacorazonada/,4.7,47.0,Magdalena,-12.0915378,-77.0757608
ChIJcUCR15TJBZEReUfEY2ROaQo,https://www.google.com/maps/place/?q=place_id:ChIJcUCR15TJBZEReUfEY2ROaQo,Los Herederos,Restaurante,"Av. Faustino Sánchez Carrión 462, Magdalena del Mar 15076",968 214 543,+51 968 214 543,,,4.3,584.0,Magdalena,-12.088948,-77.05977969999999
ChIJKcTwrq3JBZERTFZ4ANYLiJU,https://www.google.com/maps/place/?q=place_id:ChIJKcTwrq3JBZERTFZ4ANYLiJU,La Antojería,Restaurante,"Av. Antonio Miró Quesada 401, Magdalena del Mar 15076",(01) 2641432,+51 1 2641432,www.laantojeria.pe,http://www.laantojeria.pe/,4.2,2311.0,Magdalena,-12.0958209,-77.0598143
ChIJwQdkG1HJBZERJF-Ot8xnki8,https://www.google.com/maps/place/?q=place_id:ChIJwQdkG1HJBZERJF-Ot8xnki8,Corrales Restobar,Pub restaurante,"Jr. Bolognesi 157, Magdalena del Mar 15086",947 742 390,+51 947 742 390,,,4.1,232.0,Magdalena,-12.0929939,-77.0693345
ChIJE1A3bBDJBZERfdx2Tl6PLjU,https://www.google.com/maps/place/?q=place_id:ChIJE1A3bBDJBZERfdx2Tl6PLjU,La Magdalena - Sanguchería Peruana -,Restaurante,"Av. Brasil 3305, Magdalena del Mar 15086",980 149 971,+51 980 149 971,,,4.1,218.0,Magdalena,-12.090207699999999,-77.0659613
ChIJq8Nw_7_JBZER8E7BeKuOEs0,https://www.google.com/maps/place/?q=place_id:ChIJq8Nw_7_JBZER8E7BeKuOEs0,Qara Lounge & Restobar,Restaurante peruano,"Grau 725b, Magdalena del Mar 15086",955 355 905,+51 955 355 905,,,4.8,48.0,Magdalena,-12.092010400000001,-77.075581
ChIJK8LvfC_JBZEROMdEPKvMj0Q,https://www.google.com/maps/place/?q=place_id:ChIJK8LvfC_JBZEROMdEPKvMj0Q,La Pescadora,Marisquería,"Tomás Ramsey 137, Magdalena del Mar 15076",,,,,4.5,97.0,Magdalena,-12.0891986,-77.0646216
ChIJzWjPSQDJBZERbzMiOc72j2Q,https://www.google.com/maps/place/?q=place_id:ChIJzWjPSQDJBZERbzMiOc72j2Q,El Rey del Lomo - Pto. 89,Restaurante,"Mercado de Magdalena, Magdalena del Mar 15086",914 348 323,+51 914 348 323,www.instagram.com,https://www.instagram.com/elreydelomo/,4.2,165.0,Magdalena,-12.0910432,-77.072842
ChIJtXxor9XJBZERrSnaRYkmV3Q,https://www.google.com/maps/place/?q=place_id:ChIJtXxor9XJBZERrSnaRYkmV3Q,Gyu Grill House,Restaurante,"Av. Antonio Miró Quesada 325, Magdalena del Mar 15076",(01) 3087617,+51 1 3087617,,,4.5,543.0,Magdalena,-12.097306600000001,-77.060203
ChIJ6ad1YKXHBZERoaF05UEOJrI,https://www.google.com/maps/place/?q=place_id:ChIJ6ad1YKXHBZERoaF05UEOJrI,El Vaquerito magdalena,Restaurante,"Jirón Arequipa 181, Magdalena del Mar 17",920 533 876,+51 920 533 876,www.instagram.com,https://www.instagram.com/elvaquerito.pe/?next=%2F,5.0,2.0,Magdalena,-12.0891795,-77.0708399
ChIJY4uNEwvJBZERGz46rFlmulI,https://www.google.com/maps/place/?q=place_id:ChIJY4uNEwvJBZERGz46rFlmulI,Shawarma Taj Mahal,Restaurante,"Jr. Bolognesi 730, Magdalena del Mar 15086",930 341 382,+51 930 341 382,,,5.0,43.0,Magdalena,-12.0905451,-77.0750882
ChIJqSa8JffJBZERkbJaEcVcSMk,https://www.google.com/maps/place/?q=place_id:ChIJqSa8JffJBZERkbJaEcVcSMk,Restaurante Menú Rosita,Restaurante,"Jirón José Gálvez 710, Magdalena del Mar 15086",939 077 300,+51 939 077 300,,,3.9,112.0,Magdalena,-12.0897691,-77.0746127
ChIJBwJAw3TJBZERcZXTYyolxB0,https://www.google.com/maps/place/?q=place_id:ChIJBwJAw3TJBZERcZXTYyolxB0,El Tatas,Restaurante,"Jirón Salaverry 601-A, Magdalena del Mar 15086",923 546 079,+51 923 546 079,web.facebook.com,https://web.facebook.com/hamburguesastatas,4.7,82.0,Magdalena,-12.0939266,-77.0761957
